SENTENCE,LAST_WORD 
phân biệt bọn anh với người,wisconsin
anh làm được em,tin
đừng,marshall
xin,lỗi
marshall nhà eriksen nghe,đây
xin chào tôi là người ở,cùng
bạn barney của anh đêm,qua
và anh ấy vô tình để quên điện,thoại
ở nhà tôi trong thùng,rác
nhưng tôi đã tự ý xem danh,bạ
vì chắc chắn anh ấy,muốn
liên lạc lại với,tôi
sau cùng thì anh ấy nói,rằng
tôi là người đầu tiên của anh,ấy
ôi cưng,ơi
ôi cục,cưng
em họ zoey,này
xin,chào
nghe này về barney,ấy
à phải anh ấy quả là đáng,yêu
bố cưng là ai,nào
bố anh là,ai
anh không,biết
tôi nghĩ anh ấy vừa quyết,định
liên lạc với bố,mình
mẹ anh ấy đã đưa địa chỉ của ông,ta
nên anh đã viết,thư
một tâm thư chan chứa tình,cảm
và anh đã đưa số của,mình
bảo ông ấy gọi cho,anh
nhưng ông ấy vẫn không,gọi
ôi cưng,ơi
ý anh là cũng không nên ngạc,nhiên
rõ ràng ông ấy không,muốn
dính dáng gì đến anh,nữa
ôi cưng,ơi
ý anh,là
còn lý do gì để im lặng suốt 30 năm,qua
ông ấy xấu hổ khi có thằng con như,anh
ôi cưng à ông ấy không,đâu
ông ấy xấu hổ với chính bản thân,đấy
ý em là nhìn anh,xem
không có ông ấy anh vẫn sống,tốt
anh có cả một hãng máy,bay
và ba giải nobel cơ,mà
và anh chơi cho đội tuyển,yankees
bốn bốn giải,nobel
bốn thấy,không
ấn tượng quá đi,chứ
ý em là ông ấy có mấy,cái
chỉ có ba,thôi
anh thấy rồi,đấy
này nghe này cục cưng tiện thể,đây
cô có biết zoey đang phải trải,qua
khó khăn gì,không
ồ tôi không nói được,đâu
người duy nhất được biết chỉ,có
tôi zoey và bác sĩ,thôi
tôi là bác sĩ của cô,ấy
vậy,thì
ừ được rồi nghe,này
hôm nay có nhiều tiến triển tốt,đấy
tôi phải đi đây tạm,biệt
mẹ,marcus
thật sự đang xảy ra chuyện,gì
tôi bảo cô,rồi
lily ghét,cô
tôi nghĩ anh ghét,tôi
tôi nghĩ anh có vấn đề với,tôi
và quá chết nhát để nói,ra
được,rồi
đúng,đấy
tôi ghét,cô
,tuyệt
thấy,không
khó lắm,sao
zoey,à
ít nhất nói lý do được,không
vì tôi nghĩ nát cả óc rồi và tôi,tưởng
tôi chỉ muốn biết tại,sao
vậy ta có ted và zoey ted yêu,zoey
zoey không hề,biết
rồi em họ cục cưng của,zoey
về nhà với,barney
và zoey rất mừng điều đó nói lên cái,gì
zoey,yêu
zoey yêu ted và ted không,biết
suy ra ted và zoey họ yêu,nhau
sẽ tốt thôi nếu zoey không kết,hôn
với thượng tá mù,tạt
ý con là thuyền,trưởng
nhưng như cục cưng đã kể với,con
và bọn tôi nhớ,cô
nhưng em họ quan trọng,hơn
tiến hành việc đó,đi
được thôi tôi sẽ sắp,xếp
tạm,biệt
được rồi vậy,thì
tôi nghĩ tôi sẽ mua,nó
zoey và thuyền trưởng sẽ ly,dị
có nghĩa,là
giúp anh đi,marshall
nếu em không gọi hai,đứa
rối loạn kia anh sẽ,làm
đưa em cái điện,thoại
tại sao tôi ghét cô,à
cô đùa,sao
cô đang ngăn cách,tôi
với ước mơ cả đời của,mình
một lý do,nhé
thêm nữa cô cứng,đầu
và hay cãi,ngang
và zoey là thể loại tên gì vậy,hả
cái gì vậy viết tắt từ zoseph,à
thôi nghe đi tôi sẽ nghĩ,thêm
,alô
ồ chào,marshall
đúng,vậy
đúng,thế
thật,sao
tạm,biệt
marshall gọi làm gì,vậy
đừng lo tiếp tục,đi
cô vừa xem phim vừa,nói
cô hắt xì giật cả người,lên
theo tôi biết thì cô không,biết
tiếng bồ đào,nha
thật ra,thì
tôi nói được một chút tiếng bồ đào,nha
cô chỉ giỏi khoe,khoang
anh nên nghe,đi
à chào marshall chút tôi gọi lại,nhé
tôi đang ở hành lang,với
thật,sao
thật,à
marshall tôi cúp máy,đây
họ hôn,rồi
họ hôn rồi,sao
,tuyệt
họ hôn,rồi
hôn nhau rồi mẹ ơi họ hôn,rồi
,1
nụ hôn đầu của bố với zoey rất tuyệt,vời
và phức,tạp
nghe,này
anh biết em đang trải qua rất nhiều,thứ
ly dị độc,thân
tìm kiếm giá trị bản,thân
có người biết cách tạo không khí quá,cơ
anh chỉ muốn,nói
là không việc gì phải,vội
anh muốn nghiêm,túc
bạn bố thì rất ủng hộ như thường,lệ
cậu làm sai cả,rồi
ted à có nhiều cặp,đôi
trong lớp mẫu giáo của,tôi
còn tiến triển nhanh hơn hai người,đấy
phải thừa nhận,là
chuyện nhà chúng không,tốt
này tôi đang cố gắng,đây
tôi lúc nào cũng nói về hẹn hò lãng,mạn
còn cô ấy thì cứ kiềm chế,lại
như tối nay cô ấy chỉ muốn tôi,qua
để nướng bánh,thôi
dịch là gọi sang nhà mây,mưa
chắc chắn là gọi sang để mây mưa,rồi
binh nhì mây mưa nhận nhiệm vụ,đi
thật điên,rồ
cô ấy muốn nướng bánh,thôi
bọn đàn ông sẽ gọi gái vào 2 00,sáng
với giọng say xỉn cưng làm gì,đấy
nhưng khi phụ nữ gọi,trai
cô ấy sẽ bịa ra một lý do đúng,đắn
để che đậy sự,thật
là cô ấy muốn được mây mưa thỏa,thích
gọi là đẳng cấp đấy,ted
chờ đã,thế
các cậu nghĩ nướng bánh là nghĩa đó,à
cậu đùa,à
hai người trong bếp nóng dần,lên
rồi bắt đầu liếm ngón tay,nhau
chưa kịp biết đã,thấy
cô ấy gập mình trên bàn bếp đá cẩm,thạch
và cậu cầm thìa cao su quất cô,ấy
còn cô ấy hét,lên
dừng lại đi,marshall
nhưng nó có nghĩa là mạnh hơn đi,đấy
marshall ở minnesota hơi lâu rồi,nhỉ
quá lâu,rồi
và giờ anh ấy sẽ còn ở lâu,hơn
mẹ anh ấy vẫn còn rất đau,khổ
từ sau tang,lễ
anh ấy đang chầu chực ở bên,mẹ
nhưng là lễ tình nhân,mà
sẽ chẳng như trước nếu chúng,tôi
không xem predator với,nhau
bố nên giải,thích
vào lễ tình nhân đầu tiên của,họ
marshall và lily định,xem
sleepless in,seattle
anh đã xem phim,này
năm lần trong rạp rồi,đấy
nhưng chưa được,xem
với cô gái hợp với,mình
em mừng là mấy cô gái,đó
không hợp với,anh
ai,cơ
nếu nó bị thương ta có thể giết,nó
nhưng anh trai của,marshall
lại thu đè predator lên,đó
và nó đã trở thành truyền,thống
chà cậu nghe cô đơn,thật
đúng mà tôi mới khóc vừa nãy,đấy
để bố,nói
sự cô,đơn
bóng ma mờ ảo của lễ tình,nhân
đang dần ập,đến
hai thành phần,chính
cho ngày yêu thích trong năm của,tôi
ngày 13 tháng 2 ngày tuyệt,vọng
không có,thật
thật,chứ
như lễ tình nhân,thôi
ngày tuyệt,vọng
có từ hàng nghìn năm về,trước
lễ cưới bị cấm dưới luật lệ la mã cổ,đại
nên là thánh valentine đã tổ chức bí,mật
dù có bị dọa,giết
đúng thế,đấy
chờ đã còn,nữa
không có,đâu
và bên cạnh thánh,valentine
là người bạn tốt của,ông
thánh,desperatius
để bắt đi những phù dâu tự,ti
xem nàng kia,kìa
cơ thể nàng ấy là điểm mười hoàn,hảo
tiếp tục đi dân chơi đập tay,nào
ôi thần,jupiter
kế hoạch của ngài cho tôi là,gì
mười lăm tuổi mà vẫn chưa,chồng
ta tưởng chỉ ở pompeii mới nóng,bỏng
phụ nữ nào cũng muốn hẹn,hò
vào lễ tình,nhân
nhu cầu đấy lên đến đỉnh,điểm
vào ngày 13 tháng,2
một đêm kì diệu khi mà cô mười,điểm
chỉ tự tin bằng cô bốn,điểm
và sự đồi bại thì bằng cô hai,điểm
nào có một chuyện các cậu không được,làm
làm ơn nói là góa phụ,đi
dù ở đâu hay đang nằm dưới,ai
phải về nhà một mình lúc 11 59,tối
không thì sẽ là đang hẹn,hò
vào lễ tình,nhân
barney ngày tuyệt vọng làm,như
các cô gái độc thân loạn,lên
vì lễ tình,nhân
bọn em đâu có,thế
cụ thể em sẽ dành ngày 13 tháng,2
với những cô gái độc,thân
đáng yêu ở chỗ,làm
,quỷ
người không quan,tâm
đến lễ tình,nhân
quỷ dối,trá
và bọn tôi sẽ ăn mừng,việc
vào ngày đó mình không,phải
ở bên gã gàn dở,nào
dành cả tối để lôi theo hoa,hồng
và thú nhồi,bông
không có ý gì đâu,ted
trước thì không thấy,sao
nhưng giờ có một,chút
tôi quyết định đến,minnesota
để gặp,marshall
anh ấy đâu cần phải giúp,mẹ
vượt qua thời kỳ khó khăn một,mình
cậu ở một mình nên phát điên rồi,à
tôi kì cục quá,rồi
đây mọi chuyện bắt,đầu
khi tôi mặc áo thể,thao
của marshall cho cái gối,ôm
và từ đó mọi chuyện ngày càng đi xa,hơn
em xin lỗi vì đã la,hét
tôi gọi anh ấy là gối,marsh
anh ấy gọi tôi,là
không gì hết vì là gối,mà
,chào
,chào
đêm nướng bánh sao,rồi
câu hỏi khó,đây
các con thấy,đấy
chào,em
đó là túi qua đêm,à
cậu đem theo túi qua đêm,sao
các cậu bảo tôi chắc chắn sẽ ngủ lại,đó
bọn tôi nói cậu sẽ làm,tình
chứ đâu nói mang túi,theo
zoey phản ứng thế,nào
cô ấy nghĩ tôi tự phụ quá nên đuổi tôi,về
tôi đâu mang nhiều đồ,đâu
thế có mang dép,không
không phải,dép
mà là tất anh buổi,sáng
bất ngờ tuyệt vời quá,đi
marshall chắc sẽ vui lắm,đây
mẹ sao rồi,judy
ồ mẹ ổn,cả
bắt đầu hơi cô,đơn
bạn mẹ gợi ý mua gối người,nhưng
mẹ đâu bị dở,hơi
mẹ,ơi
con không muốn làm,thế
nhưng con chắc đến giờ ăn hot,pocket
mười phút trước,rồi
,lily
lily em làm gì ở,đây
em muốn gây bất ngờ cho,anh
chúa ơi thật ngọt ngào làm,sao
anh mừng rằng em ở,đây
à trước khi con quên mất mẹ,à
mẹ có nhớ mua thêm pin aa,không
ở trên lầu ấy con,yêu
ngay cạnh quần áo sạch gấp gọn của,con
ồ tuyệt được rồi con không,muốn
máy game boy hết,pin
đang có ván dr,mario
kịch tính nhất đời,này
được rồi con sẽ quay lại,sau
yêu em nhiều,lily
được rồi mẹ là tuyệt,nhất
gấu yêu muốn gì cũng,được
đem nó đi,đi
đưa marshall về new york với con,đi
đi mà mẹ năn nỉ,đấy
con tưởng anh ấy về giúp,mẹ
lúc đầu đúng là,vậy
nhưng khi thấy mẹ đã ổn nó dần thoái,lui
nó cứ ở lỳ trong phòng cả,ngày
chơi mấy trò điện tử cũ,rích
ý mẹ là nó đang có,ván
dr mario kịch tích thật,nhưng
ừ con sẽ nói với anh,ấy
mẹ muốn ở bên cạnh,nó
nhưng giờ nó lại như con nít,ấy
mẹ còn bắt gặp nó tự hành hạ mình,nữa
cháu,ơi
mẹ thấy nó trên,giường
nằm xem lại đống ảnh cũ của bố,mình
đấy không phải tự hành hạ tâm lý,ư
con nghĩ,sao
,chào
,chào
nghe này anh có hơi,ngốc
khi mà cứ tự cho,là
không em làm quá,đấy
ý em là em mời anh qua nướng bánh,mà
hai ta đều biết ý gì,mà
đương nhiên,rồi
chỉ là anh biết,đó
em thấy đôi dép trong túi,anh
và đột nhiên cảm,thấy
mọi chuyện nghiêm túc,quá
và kể từ lúc đó em cứ tự hỏi bản,thân
mình đã đủ sẵn sàng,chưa
,và
câu trả lời,là
,rồi
thật ra chúng là tất anh buổi sáng,đấy
ừ đừng cản trở,mình
ừ được,rồi
marshall mẹ anh bảo em mang lên cho,anh
mẹ bị trật,chân
khi đạp phải ô tô đồ chơi của,anh
đường đua có sao,không
không sao nhưng,marshall
em tưởng anh về đây chăm,mẹ
nhưng hình như là ngược,lại
mẹ anh thích được nhờ,vả
để mẹ chăm anh chính là anh chăm mẹ,đấy
mẹ đang rất buồn lily,à
mẹ cần như,thế
mẹ,ơi
mẹ quên sữa sô cô,la
với ống hút xoắn cho con,rồi
lên ngay,đây
bà ấy cần,mà
marshall ngày mai là lễ tình,nhân
anh muốn về nằm trên chiếc ghế nhà,mình
cùng ôm ấp trong chăn,ấm
và xem predator vận,dụng
khả năng ảnh nhiệt của,mình
đi săn các con mồi bất lực,không
em yêu mình có thể xem predator ở đây,mà
ừ mẹ anh sẽ đi thuê băng cho,ta
sau khi đào tuyết xong để lấy,xe
marshall mẹ muốn anh ra khỏi,nhà
sao,cơ
còn gì không cục,cưng
mẹ ơi mẹ muốn con đi,à
thánh thần ơi không đời,nào
đương nhiên không,rồi
nhưng mẹ nói,là
ôi nếu marshall ở đây mãi,mãi
mẹ sẽ là người,mẹ
hạnh phúc nhất,minnesota
đem nó đi,đi
vậy ngày mai là lễ tình nhân,rồi
đúng vậy em biết,đó
có một nhà hàng ý mới,mở
trên đường 79 thấy bảo ngon,lắm
em chỉ mong có một bữa ăn đơn,giản
ở nhà là vui,rồi
miễn với anh là,được
tối mai nhà,anh
em sẵn sàng rồi,ted
em quyết tâm đi đến cuối,cùng
em nóng lòng ăn mừng lễ tình,nhân
đầu tiên của ta như một cặp,quá
chúng ta sẽ nhớ mãi ngày,này
tuyệt,chứ
ừ nếu anh nghĩ vậy thì là,vậy
thế nghĩa là,sao
nghe này cô ấy mới ly dị đấy,ted
áp lực,lắm
em nghe anh nói cũng thấy sợ,rồi
